year,country,doc_number
1905,US,876189
1905,US,876188
1905,US,876187
1905,US,876186
1905,US,876185
1905,US,876184
1905,US,876183
1905,US,876182
1905,US,876181
1905,US,876180
1905,US,876179
1905,US,876178
1905,US,876177
1905,US,876176
1905,US,876175
1905,US,876174
1905,US,876173
1905,US,876172
1905,US,876171
1905,US,876170
1905,US,876169
1905,US,876168
1905,US,876167
1905,US,876166
1905,US,876165
1905,US,876164
1905,US,876163
1905,US,876162
1905,US,876161
1905,US,876160
1905,US,876159
1905,US,876158
1905,US,876157
1905,US,876156
1905,US,876155
1905,US,876154
1905,US,876153
1905,US,876152
1905,US,876151
1905,US,876150
1905,US,876149
1905,US,876148
1905,US,876147
1905,US,876146
1905,US,876145
1905,US,876144
1905,US,876143
1905,US,876142
1905,US,876141
1905,US,876140
1905,US,876139
1905,US,876138
1905,US,876137
1905,US,876136
1905,US,876135
1905,US,876134
1905,US,876133
1905,US,876132
1905,US,876131
1905,US,876130
1905,US,876129
1905,US,876128
1905,US,876127
1905,US,876126
1905,US,876125
1905,US,876124
1905,US,876123
1905,US,876122
1905,US,876121
1905,US,876120
1905,US,876119
1905,US,876118
1905,US,876117
1905,US,876116
1905,US,876115
1905,US,876114
1905,US,876113
1905,US,876112
1905,US,876111
1905,US,876110
1905,US,876109
1905,US,876108
1905,US,876107
1905,US,876106
1905,US,876105
1905,US,876104
1905,US,876103
1905,US,876102
1905,US,876101
1905,US,876100
1905,US,876099
1905,US,876098
1905,US,876097
1905,US,876096
1905,US,876095
1905,US,876094
1905,US,876093
1905,US,876092
1905,US,876091
1905,US,876090
1905,US,876089
1905,US,876088
1905,US,876087
1905,US,876086
1905,US,876085
1905,US,876084
1905,US,876083
1905,US,876082
1905,US,876081
1905,US,876080
1905,US,876079
1905,US,876078
1905,US,876077
1905,US,876076
1905,US,876075
1905,US,876074
1905,US,876073
1905,US,876072
1905,US,876071
1905,US,876070
1905,US,876069
1905,US,876068
1905,US,876067
1905,US,876066
1905,US,876065
1905,US,876064
1905,US,876063
1905,US,876062
1905,US,876061
1905,US,876060
1905,US,876059
1905,US,876058
1905,US,876057
1905,US,876056
1905,US,876055
1905,US,876054
1905,US,876053
1905,US,876052
1905,US,876051
1905,US,876050
1905,US,876049
1905,US,876048
1905,US,876047
1905,US,876046
1905,US,876045
1905,US,876044
